movieId,title,genres
0.0,8888,351
5.165075823313086e-06,4654,417
1.0330151646626174e-05,3667,732
1.549522746993926e-05,9243,687
2.0660303293252345e-05,2972,634
2.5825379116565436e-05,3851,260
3.099045493987852e-05,7343,732
3.6155530763191605e-05,8832,399
4.132060658650469e-05,8151,1
4.6485682409817774e-05,3535,133
5.1650758233130866e-05,434,687
5.681583405644396e-05,2544,709
6.198090987975703e-05,785,344
6.714598570307012e-05,6151,812
7.23110615263832e-05,2101,124
7.747613734969629e-05,1600,747
8.264121317300938e-05,7519,868
8.780628899632246e-05,3176,634
9.297136481963555e-05,208,634
9.813644064294863e-05,5764,187
0.00010330151646626172,3401,664
0.00010846659228957481,1979,761
0.00011363166811288789,630,260
0.00011879674393620099,6759,876
0.00012396181975951408,4994,868
0.00012912689558282716,6381,812
0.00013429197140614024,6217,616
0.00013945704722945334,6585,868
0.00014462212305276642,1808,469
0.0001497871988760795,7595,747
0.0001549522746993926,2151,812
0.00016011735052270568,8999,935
0.00017044750216933186,713,616
0.00018077765381595802,2238,747
0.0001911078054625842,4477,595
0.00019627288128589728,1861,732
0.00020143795710921036,2079,812
0.00020660303293252346,7138,884
0.00021176810875583654,2245,228
0.00021693318457914962,7100,812
0.00022209826040246272,5811,106
0.0002272633362257758,8803,695
0.00023242841204908888,4106,868
0.00023759348787240198,7539,937
0.0002427585636957151,6698,537
0.00024792363951902817,9400,868
0.00025308871534234124,9137,790
0.0002634188669889674,5654,687
0.0002685839428122805,4899,465
0.00027374901863559355,1044,595
0.0002789140944589067,3384,812
0.00028924424610553284,4006,812
0.0002944093219288459,6757,687
0.0003047394735754721,4350,417
0.0003099045493987852,2874,881
0.0003150696252220983,5852,812
0.00032023470104541136,2485,635
0.00032539977686872444,9033,732
0.0003305648526920375,1087,634
0.0003357299285153506,4979,332
0.0003460600801619768,3224,732
0.0003512251559852899,3232,634
0.00035639023180860296,3258,214
0.00036155530763191604,2901,1
0.0003667203834552291,4732,670
0.0003718854592785422,5731,884
