userId,movieId,tag,timestamp
0.0,0.3138755140418673,936,0.7714948485938229
0.0,0.3138755140418673,231,0.7714948535948327
0.0,0.3138755140418673,1573,0.7714948435928135
0.0,0.46378975429315367,73,0.7714953812013419
0.0,0.46378975429315367,322,0.7714953636978081
0.0,0.46378975429315367,532,0.771495376200332
0.0,0.55165733297514,860,0.7714949986241098
0.0,0.55165733297514,311,0.7714949911225957
0.0,0.55165733297514,334,0.7714950036251196
0.008223684210526315,0.25064061499039075,1561,0.08128634197707107
0.02631578947368421,0.002221487466677688,25,0.8125625665367133
0.02631578947368421,0.002221487466677688,942,0.8125625265286369
0.02631578947368421,0.002221487466677688,1115,0.8125625415316655
0.02631578947368421,0.006302824905457627,25,0.8114636972052143
0.02631578947368421,0.006302824905457627,326,0.8114636897036998
0.02631578947368421,0.03096650203550247,1009,0.7965511017622906
0.02631578947368421,0.03096650203550247,1517,0.7965511192658243
0.02631578947368421,0.23074538653881924,1521,0.79958374146885
0.02631578947368421,0.27176024467359633,44,0.8013401285350978
0.02631578947368421,0.27176024467359633,795,0.8013401660426696
0.02631578947368421,0.27176024467359633,1521,0.8013400935280308
0.02631578947368421,0.4551104544233432,710,0.8008245344508311
0.02631578947368421,0.4551104544233432,1037,0.8008247644972712
0.02631578947368421,0.4551104544233432,1177,0.8008248070058523
0.02631578947368421,0.745019735074704,863,0.794863033487728
0.02631578947368421,0.745019735074704,510,0.7948632110235674
0.031249999999999997,0.008100679878489803,1339,0.706707817373863
0.031249999999999997,0.008100679878489803,1564,0.7067078323768916
0.031249999999999997,0.6147010807794838,1229,0.7067079774061691
0.031249999999999997,0.6155070157673947,699,0.7066791840935913
0.07730263157894737,0.5656320390155194,690,0.8899645443674831
0.07730263157894737,0.5656320390155194,1357,0.8899646093806073
0.07730263157894737,0.5656320390155194,1498,0.8899646693927221
0.09868421052631579,5.1662499225062515e-06,901,0.9793591481796411
0.09868421052631579,5.1662499225062515e-06,1117,0.9793591556811556
0.09868421052631579,5.1662499225062515e-06,446,0.9793590931685361
0.09868421052631579,0.0005631212415531814,667,0.9776303291786275
0.09868421052631579,0.0005631212415531814,885,0.9776303066740843
0.09868421052631579,0.0005631212415531814,1005,0.9776302841695412
0.09868421052631579,0.0005631212415531814,1045,0.9776302941715604
0.09868421052631579,0.0005631212415531814,342,0.9776302966720651
0.09868421052631579,0.0005631212415531814,1131,0.9776302791685318
0.09868421052631579,0.0005631212415531814,396,0.9776303241776176
0.09868421052631579,0.0005631212415531814,1327,0.9776303041735797
0.09868421052631579,0.0005631212415531814,1469,0.9776303141755984
0.09868421052631579,0.002112996218305057,689,0.9713392241775329
0.09868421052631579,0.002112996218305057,102,0.971339419216906
0.09868421052631579,0.002112996218305057,105,0.9713392616851046
0.09868421052631579,0.002112996218305057,819,0.9713392316790475
0.09868421052631579,0.002112996218305057,900,0.9713394767285162
0.09868421052631579,0.002112996218305057,965,0.9713392291785428
0.09868421052631579,0.010446157343307642,25,0.9713395267386118
