movieId,imdbId,tmdbId
0.0,0.013619876830991714,0.001636038503975954
5.165075823313086e-06,0.013475445980895803,0.016820758665296958
1.0330151646626174e-05,0.013443389958886066,0.02967697751398242
1.549522746993926e-05,0.013640850287771318,0.05964882243275121
2.0660303293252345e-05,0.013421105661057737,0.022562112392040482
2.5825379116565436e-05,0.013449229159921297,0.00180154472472701
3.099045493987852e-05,0.013573401557446,0.02255830765133356
3.6155530763191605e-05,0.013333040976057012,0.08622113152988624
4.132060658650469e-05,0.013604027571038945,0.01729064414260168
4.6485682409817774e-05,0.013438742431531495,0.0013468782102499714
5.1650758233130866e-05,0.013338284340251912,0.01728303466118784
5.681583405644396e-05,0.013403826392688176,0.023033900239698663
6.198090987975703e-05,0.013351035248634967,0.04000684853327246
6.714598570307012e-05,0.01353383799124811,0.020652132557166226
7.23110615263832e-05,0.013387619630631209,0.0026747327169653386
7.747613734969629e-05,0.013373438713831363,0.000993037324506335
8.264121317300938e-05,0.01358162410584255,0.008716660959555606
8.780628899632246e-05,0.013428255703141692,5.707111060381235e-06
9.297136481963555e-05,0.013330538461327627,0.017636875546931476
9.813644064294863e-05,0.013516916224982748,0.02190579462009664
0.00010330151646626172,0.01343540574522565,0.015237986531217898
0.00010846659228957481,0.013383091270644704,0.003249248563710383
0.00011363166811288789,0.013344838545495539,0.018432066354677926
0.00011879674393620099,0.013555407284868044,0.02408971578586919
0.00012396181975951408,0.013490937738744374,0.0008541642887037248
0.00012912689558282716,0.013542179707012726,0.031233116463113036
0.00013429197140614024,0.013536698008081693,0.01761785184339687
0.00013945704722945334,0.013549329749096681,0.03236502682342198
0.00014462212305276642,0.013378324575922066,0.0017121333181143706
0.0001497871988760795,0.013655984543515692,0.07144351862420575
0.0001549522746993926,0.013391432986409319,0.018846783091732298
0.00016011735052270568,0.013624286023610155,0.00011604459156108511
0.00017044750216933186,0.013348413566537516,0.01825514591180611
0.00018077765381595802,0.013394531337979033,0.001303123692120382
0.0001911078054625842,0.013468891775652176,0.06408515009702088
0.00019627288128589728,0.013380112086443055,0.01826465776357341
0.00020143795710921036,0.013386308789582484,0.06584674504432522
0.00020660303293252346,0.013568634862723363,0.05930068865806795
0.00021176810875583654,0.0133946505053471,0.021765019213940567
0.00021693318457914962,0.013567800691146902,0.06695202221968573
0.00022209826040246272,0.013518107898663407,0.01771106799071643
0.0002272633362257758,0.013616540144685869,0.0010938629532397368
0.00023242841204908888,0.013457570875685913,0.02256021002168702
0.00023759348787240198,0.013579359925849297,0.0015314081345356315
0.0002427585636957151,0.013553023937506726,0.02002815508123121
0.00024792363951902817,0.013644544476181363,0.01595898489517939
0.00025308871534234124,0.013632389404638637,0.001192786211619678
0.0002634188669889674,0.013513817873413034,0.02177453106570787
0.0002685839428122805,0.013094348737820945,0.09346535783586349
0.00027374901863559355,0.013356516947566,0.050296769775139825
0.0002789140944589067,0.013435048243121452,0.18529848190845796
0.00028924424610553284,0.013454472524116199,0.01728683940189476
0.0002944093219288459,0.013163227476563056,0.02094129285089221
0.0003047394735754721,0.01346615092618666,0.021605220104249895
0.0003099045493987852,0.013804705418861979,0.03268272267244987
0.0003150696252220983,0.013518942070239869,0.0039036639653007646
0.00032023470104541136,0.013788736991541144,0.020174637598447665
0.00032539977686872444,0.014012294974032835,0.037587033443670814
0.0003305648526920375,0.013735945847487933,0.01813719894989156
0.0003357299285153506,0.013873703324972154,0.021921013582924323
0.0003460600801619768,0.013433975736808858,0.008522619183502644
0.0003512251559852899,0.013430281548398813,0.020226001597991095
0.00035639023180860296,0.013817456327245034,0.00143248487615569
0.00036155530763191604,0.013417411472647692,0.0225564052809801
0.0003667203834552291,0.01348021267561844,0.05399878248297378
0.0003718854592785422,0.013514890379725628,0.09273674999048814
0.0003770505351018553,0.013731298320133362,0.03980709964615911
0.0003822156109251684,0.013735111675911472,0.07024883004223262
0.0003873806867484815,0.013579121591113165,0.017311570216489745
0.00039254576257179456,0.013532169648095187,0.23708100292965034
0.00039771083839510764,0.013385712952742155,0.05236084160864437
0.0004028759142184207,0.013860833249221032,0.01830270517064262
0.0004080409900417338,0.01335008190969044,0.08899859224593844
0.0004132060658650469,0.013614037629956484,0.0007571434006772438
0.00041837114168836,0.013342216863398088,0.0016702811703382416
0.0004235362175116731,0.013540034694387538,0.278881786706236
0.00043386636915829924,0.013340548520245165,0.016065517634973176
0.0004390314449816123,0.014030885083451121,0.020035764562645053
0.00044419652080492544,0.01379171617574279,0.033124072594452686
0.0004493615966282385,0.013737614190640858,0.02662367309667846
0.0004545266724515516,0.013532050480727122,0.003964539816611498
0.00047002189992149083,0.013893127605966902,0.017298253624015523
0.00047518697574480397,0.013633700245687363,0.02312521401666476
0.00048035205156811704,0.013730702483293033,0.017655899250466078
0.0004855171273914301,0.013745002567460946,0.017513221473956547
0.0004906822032147432,0.013464244248297605,0.07638397443214245
0.0004958472790380562,0.013445654138879319,0.0007685576227980063
0.0005061774306846824,0.013449944164129693,0.119990107674162
0.0005113425065079955,0.013762639337934703,0.02104021610927215
0.0005165075823313085,0.013742023383259297,0.026030133546398812
0.0005216726581546217,0.013905044342773494,0.09031122778982612
0.0005268377339779348,0.014016823334019341,0.003886542632119621
0.0005320028098012478,0.013831279741940681,0.018285583837461476
0.000537167885624561,0.013366050337011276,0.0013050260624738424
0.000542332961447874,0.013088628704153782,0.0226477190579462
0.0005474980372711871,0.013905997681718022,0.020682570482821593
0.0005526631130945001,0.013374034550671692,0.16994064604497205
0.0005629932647411264,0.01336533533280288,0.0003709622189247803
0.0005681583405644394,0.00892527836603425,0.00019213940569950158
0.0005733234163877526,0.013455068360956527,0.0638055016550622
0.0005784884922110656,0.013731417487501429,0.08287486207814937
0.0005939837196810049,0.013341501859189694,0.09768671765019214
0.000599148795504318,0.013658487058245078,0.03221093482479169
0.000604313871327631,0.013845937328212791,0.019636266788418368
0.0006094789471509441,0.013599260876316308,0.14915344519271012
0.0006198090987975703,0.012638414387600683,0.06109842864208804
0.0006249741746208834,0.012326910887476332,0.021047825590685992
0.0006301392504441965,0.012990077290763255,0.02112011566411749
0.0006404694020908226,0.013812332130418197,0.003941711372369973
0.0006456344779141357,0.01313581898190789,0.0528687744930183
0.0006559646295607619,0.01308457701363954,0.5519822699083057
0.000661129705384075,0.013550998092249605,0.2111060381235019
0.0006766249328540142,0.01346996428196477,0.02256401476239394
0.0006921201603239535,0.013789213661013407,0.017309667846136283
0.0007024503119705797,0.013506310329224879,0.010948141384164669
0.0007179455394405189,0.014018610844540329,0.017692044287181827
0.0007231106152638321,0.013736184182224066,0.020922269147357606
